-157.8755556,21.32388889,KIKI-FM  93.9 MHz.,"HONOLULU,  HI"
-157.8619444,21.31361111,KDNN-FM  98.5 MHz.,"HONOLULU,  HI"
-157.8508333,67.08666667,K203AP-FM  88.5 MHz.,"AMBLER,  AK"
-157.8422222,21.29361111,KHCM-FM  97.5 MHz.,"HONOLULU,  HI"
-157.8386111,21.28583333,KUMU-FM  94.7 MHz.,"HONOLULU,  HI"
-157.8369444,67.10472222,K232DV-FM  94.3 MHz.,"AMBLER,  AK"
-157.8247222,21.27833333,K216FI-FM  91.1 MHz.,"HONOLULU,  HI"
-157.8227778,21.30388889,KTUH-FM  90.3 MHz.,"HONOLULU,  HI"
-157.8175,21.33666667,KIPO-FM  89.3 MHz.,"HONOLULU,  HI"
-157.7597222,21.42555556,K244EF-FM  96.7 MHz.,"HONOLULU,  HI"
-157.7597222,21.42555556,K298BA-FM  107.5 MHz,"HONOLULU,  HI"
-157.7566667,21.33027778,KHPR-FM  88.1 MHz.,"HONOLULU,  HI"
-157.7566667,21.33027778,K210DX-FM  89.9 MHz.,"HONOLULU,  HI"
-157.7566667,21.33027778,KRTR-FM  96.3 MHz.,"KAILUA,  HI"
-157.7566667,21.33027778,KPHW-FM  104.3 MHz,"KANEOHE,  HI"
-157.7488889,21.42388889,K215EH-FM  90.9 MHz.,"KAILUA,  HI"
-157.7027778,64.88277778,KOYU-FM  98.1 MHz.,"KOYUKUK,  AK"
-157.355,58.21111111,K280FE-FM  103.9 MHz,"EGEGIK,  AK"
-157.1919444,21.13194444,KMKK-FM  102.3 MHz,"KAUNAKAKAI,  HI"
-157.1355556,66.88916667,K204AS-FM  88.7 MHz.,"SHUNGNAK,  AK"
-157.0208333,21.09055556,KIOM-LP-FM  98.9 MHz,"KAUNAKAKAI,  HI"
-156.9775,58.7425,KAKN-FM  100.9 MHz,"NAKNEK,  AK"
-156.8802778,66.90833333,K205BC-FM  88.9 MHz.,"KOBUK,  AK"
-156.8736111,64.74138889,KXES-LP-FM  92.9 MHz,"GALENA,  AK"
-156.8669444,20.80638889,K205EB-FM  88.9 MHz.,"LANAI,  HI"
-156.8641667,20.80333333,K249EH-FM  97.7 MHz.,"HONOKOWA,  HI"
-156.8641667,20.80333333,K269FL-FM  101.7 MHz,"KAHULUI,  HI"
-156.8641667,20.80333333,K257CQ-FM  99.3 MHz.,"KAHULUI,  HI"
-156.8641667,20.80333333,K225BD-FM  92.9 MHz.,"MAALAEA,  HI"
-156.8641667,20.80333333,K277AW-FM  103.3 MHz,"NAPILI,  HI"
-156.8641667,20.80333333,K297AC-FM  107.3 MHz,"WAILUKU,  HI"
-156.8416667,64.74277778,KIYU-FM  97.1 MHz.,"GALENA,  AK"
-156.7858333,71.29138889,K296DI-FM  107.1 MHz,"BARROW,  AK"
-156.7586111,71.28888889,KBRW-FM  91.9 MHz.,"BARROW,  AK"
-156.6938889,20.95166667,KORL1-FM  101.1 MHz.,"LAHAINA,  HI"
-156.5180556,20.88194444,K244AG-FM  96.7 MHz.,"MAUI,  HI"
-156.5180556,20.88194444,K277AX-FM  103.3 MHz,"PAIA,  HI"
-156.5033333,20.89638889,KEAO-LP-FM  91.5 MHz,"WAILUKU,  HI"
-156.4897222,20.89111111,KNUQ1-FM  103.7 MHz.,"KAHULUI,  HI"
-156.4583333,20.8875,KAKU-LP-FM  88.5 MHz,"KAHULUI,  HI"
-156.39,20.63666667,KAOI-FM  95.1 MHz.,"WAILUKU,  HI"
-156.3877778,20.91694444,KOPO-LP-FM  89.5 MHz,"PAIA,  HI"
-156.3836111,20.63833333,KNUQ-FM  103.7 MHz,"PAAUILO,  HI"
-156.3644444,65.69666667,KHUS-FM  98.1 MHz.,"HUSLIA,  AK"
-156.3638889,20.66,KRYL-FM  106.5 MHz,"HAIKU,  HI"
-156.3638889,20.66,KLHI-FM  92.5 MHz.,"KAHULUI,  HI"
-156.3638889,20.66,KJKS-FM  99.9 MHz.,"KAHULUI,  HI"
-156.3638889,20.66,K212FS-FM  90.3 MHz.,"KIHEI,  HI"
-156.3638889,20.66,K220HA-FM  91.9 MHz.,"KIHEI,  HI"
-156.3638889,20.66,KPOA-FM  93.5 MHz.,"LAHAINA,  HI"
-156.3638889,20.66,KONI-FM  104.7 MHz,"LANAI CITY,  HI"
-156.3638889,20.66,KLZY-FM  102.9 MHz,"PAIA,  HI"
-156.3638889,20.66,KJMD-FM  98.3 MHz.,"PUKALANI,  HI"
-156.3638889,20.66,KRKH-FM  97.3 MHz.,"WAILEA-MAKENA,  HI"
-156.3638889,20.66,KKUA-FM  90.7 MHz.,"WAILUKU,  HI"
-156.3302778,20.75888889,KLUI-LP-FM  97.3 MHz,"KULA,  HI"
-156.3108333,20.74444444,KPMW-FM  105.5 MHz,"HALIIMAILE,  HI"
-156.2469444,20.77527778,KHEI-FM  107.5 MHz,"KIHEI,  HI"
-156.2469444,20.77527778,KDLX-FM  94.3 MHz.,"MAKAWAO,  HI"
-155.9305556,19.72083333,KBGX2-FM  105.3 MHz.,"KAILUA-KONA,  HI"
-155.9305556,19.72083333,KKOA3-FM  107.7 MHz.,"KAILUA-KONA,  HI"
-155.9305556,19.72083333,KKOA-FM  107.7 MHz,"VOLCANO,  HI"
-155.9211111,19.72080556,KMWB-FM  93.1 MHz.,"CAPTAIN COOK,  HI"
-155.9211111,19.72083333,KHWI-FM  92.1 MHz.,"HOLUALOA,  HI"
-155.9211111,19.72083333,KAOY-FM  101.5 MHz,"KEALAKEKUA,  HI"
-155.9208333,19.72111111,KLEO-FM  106.1 MHz,"KAHALUU,  HI"
-155.9208333,19.72111111,K208FL-FM  89.5 MHz.,"KAILUA KONA,  HI"
-155.9208333,19.72111111,KLUA-FM  93.9 MHz.,"KAILUA KONA,  HI"
-155.9208333,19.72111111,K219LK-FM  91.7 MHz.,"KALAOA,  HI"
-155.9208333,19.72111111,KAGB-FM  99.1 MHz.,"WAIMEA,  HI"
-155.9166667,19.71555556,K289BE-FM  105.7 MHz,"KAWAIHAE,  HI"
-155.875,19.41666667,KCOF-LP-FM  102.5 MHz.,"CAPTAIN COOK,  HI"
-155.6819444,20.01055556,K264AV-FM  100.7 MHz,"WAIMEA,  HI"
-155.6769444,19.005,KAPA1-FM  100.3 MHz.,"PUUEO,  HI"
-155.6577778,19.88583333,KWYI-FM  106.9 MHz,"KAWAIHAE,  HI"
-155.6577778,19.88583333,K234AN-FM  94.7 MHz.,"WAIMEA,  HI"
-155.59,62.95277778,K232DZ-FM  94.3 MHz.,"MCGRATH,  AK"
-155.5691667,19.10055556,KPHL-FM  90.5 MHz.,"HAWAIIAN OCEAN VIEW,  HI"
-155.48,64.73888889,KRBY-FM  98.1 MHz.,"RUBY,  AK"
-155.4675,20.075,KLEO1-FM  106.1 MHz.,"HONOKAA,  HI"
-155.4672222,20.07388889,KJHI-LP-FM  107.3 MHz.,"HONOKAA,  HI"
-155.4580556,64.73583333,K241AB-FM  96.1 MHz.,"RUBY,  AK"
-155.4563889,19.72166667,KBGX-FM  105.3 MHz,"KEAAU,  HI"
-155.1375,19.71666667,KIHL-LP-FM  103.7 MHz.,"HILO,  HI"
-155.1369444,19.71666667,K220EO-FM  91.9 MHz.,"HILO,  HI"
-155.1266667,19.59205556,KANO-FM  91.1 MHz.,"HILO,  HI"
-155.1266667,19.5925,KKOA1-FM  107.7 MHz.,"HILO,  HI"
-155.1119444,19.83861111,KHBC-FM  92.7 MHz.,"HILO,  HI"
-155.1119444,19.83861111,KPVS-FM  95.9 MHz.,"HILO,  HI"
-155.1119444,19.83861111,KKBG-FM  97.9 MHz.,"HILO,  HI"
-155.1119444,19.83861111,KAPA-FM  100.3 MHz,"HILO,  HI"
-155.0902778,19.78388889,KWXX-FM  94.7 MHz.,"HILO,  HI"
-155.0902778,19.78388889,KNWB-FM  97.1 MHz.,"HILO,  HI"
-155.0552778,19.63722222,KCIF-FM  90.3 MHz.,"HILO,  HI"
-155.0513889,19.69666667,KTBH-FM  102.1 MHz,"KURTISTOWN,  HI"
-155.0255556,19.73222222,K204FN-FM  88.1 MHz.,"HILO,  HI"
-155.0255556,19.73222222,K207CD-FM  89.3 MHz.,"HILO,  HI"
-154.4325,57.56472222,K269AX-FM  101.7 MHz,"KARLUK,  AK"
-154.2244444,66.04861111,K232DK-FM  94.3 MHz.,"HUGHES,  AK"
-154.1666667,56.94527778,K269AY-FM  101.7 MHz,"AKHIOK,  AK"
-153.98,57.53805556,K269AW-FM  101.7 MHz,"LARSEN BAY,  AK"
-153.3025,57.20333333,K269AZ-FM  101.7 MHz,"OLD HARBOR,  AK"
-152.8825,57.87083333,K220AU-FM  91.9 MHz.,"PORT LIONS,  AK"
-152.6477778,66.56194444,K232DM-FM  94.3 MHz.,"ALLAKAKET,  AK"
-152.4372778,57.78880556,K282AU-FM  104.3 MHz,"KODIAK,  AK"
-152.4372639,57.78880556,K271BF-FM  102.1 MHz,"KODIAK,  AK"
-152.4322222,57.78972222,K216DF-FM  91.1 MHz.,"KODIAK,  AK"
-152.4322222,57.78972222,KMXT-FM  100.1 MHz,"KODIAK,  AK"
-152.4319167,57.78988889,K300BZ-FM  107.9 MHz,"KODIAK,  AK"
-152.4288889,57.78916667,K210CF-FM  89.9 MHz.,"KODIAK,  AK"
-152.4205556,57.78972222,K274AB-FM  102.7 MHz,"KODIAK,  AK"
-152.4205556,57.78972222,K285AA-FM  104.9 MHz,"KODIAK,  AK"
-152.4205556,57.78972222,K296DC-FM  107.1 MHz,"KODIAK,  AK"
-152.3991667,57.78416667,K254BA-FM  98.7 MHz.,"KODIAK,  AK"
-152.3991667,57.78416667,KRXX-FM  101.1 MHz,"KODIAK,  AK"
-152.0352778,65.17277778,K221DI-FM  92.1 MHz.,"TANANA,  AK"
-151.7311111,68.1325,K232DU-FM  94.3 MHz.,"ANAKTUVUK PASS,  AK"
-151.7125,59.43888889,K220FW-FM  91.9 MHz.,"SELDOVIA,  AK"
-151.6666667,68.14166667,K268AB-FM  101.5 MHz,"ANAKTUVUK PASS,  AK"
-151.6308333,59.68416667,K257DB-FM  99.3 MHz.,"ANCHOR POINT,  AK"
-151.6308333,59.68416667,K296BH-FM  107.1 MHz,"ANCHOR POINT,  AK"
-151.6308333,59.68416667,KWVV-FM  103.5 MHz,"HOMER,  AK"
-151.6308333,59.68416667,K290AA-FM  105.9 MHz,"SELDOVIA,  AK"
-151.5086111,59.67194444,K237CL-FM  95.3 MHz.,"HOMER,  AK"
-151.5083333,59.67194444,KMJG-FM  88.9 MHz.,"HOMER,  AK"
-151.5083333,59.67194444,K207DR-FM  89.3 MHz.,"HOMER,  AK"
-151.5083333,59.67111111,K262BS-FM  100.3 MHz,"HOMER,  AK"
-151.5077778,59.67111111,K272CN-FM  102.3 MHz,"HOMER,  AK"
-151.5077778,59.67111111,K285DU-FM  104.9 MHz,"HOMER,  AK"
-151.5055556,66.92222222,K226AY-FM  93.1 MHz.,"BETTLES,  AK"
-151.5033333,66.92388889,K221AA-FM  92.1 MHz.,"BETTLES,  AK"
-151.4225833,59.6795,K274BO-FM  102.7 MHz,"KACHEMAK CITY,  AK"
-151.4091667,59.60111111,K243AH-FM  96.5 MHz.,"KACHEMAK CITY,  AK"
-151.4091667,59.60111111,K265CK-FM  100.9 MHz,"KACHEMAK CITY,  AK"
-151.4091667,59.60111111,K292ED-FM  106.3 MHz,"KACHEMAK CITY,  AK"
-151.3327778,59.71138889,KHGO-FM  89.9 MHz.,"HOMER,  AK"
-151.27,60.51111111,K237CI-FM  95.3 MHz.,"KENAI,  AK"
-151.27,60.51111111,K285EF-FM  104.9 MHz,"KENAI,  AK"
-151.27,60.51111111,K291BH-FM  106.1 MHz,"KENAI,  AK"
-151.27,60.51083333,KXBA-FM  93.3 MHz.,"NIKISKI,  AK"
-151.27,60.51111111,KPEN-FM  101.7 MHz,"SOLDOTNA,  AK"
-151.1916667,60.37888889,KABN-FM  89.5 MHz.,"KASILOF,  AK"
-151.1916667,60.37888889,KRAW-FM  90.5 MHz.,"KASILOF,  AK"
-151.1916667,60.37888889,KWJG-FM  91.5 MHz.,"KASILOF,  AK"
-151.1916667,60.37888889,K279BC-FM  103.7 MHz,"KASILOF,  AK"
-151.1886111,60.51361111,KWHQ-FM  100.1 MHz,"KENAI,  AK"
-151.1405556,60.43194444,KFSE-FM  106.9 MHz,"KASILOF,  AK"
-151.1236111,60.5675,KDLL-FM  91.9 MHz.,"KENAI,  AK"
-151.0811111,60.53277778,K257ER-FM  99.3 MHz.,"SOLDOTNA,  AK"
-151.0808333,60.5325,K249BY-FM  97.7 MHz.,"SOLDOTNA,  AK"
-151.0808333,60.52388889,K283AB-FM  104.5 MHz,"SOLDOTNA,  AK"
-151.0711111,60.5225,K206DG-FM  89.1 MHz.,"KENAI,  AK"
-151.0563889,60.52388889,KKIS-FM  96.5 MHz.,"SOLDOTNA,  AK"
-150.9875,70.21416667,K201AG-FM  88.1 MHz.,"NUIQSUT,  AK"
-150.7938889,60.48777778,KWMD-FM  90.1 MHz.,"STERLING,  AK"
-150.7938889,60.48777778,K223BE-FM  92.5 MHz.,"STERLING,  AK"
-150.7938889,60.48777778,K235BE-FM  94.9 MHz.,"STERLING,  AK"
-150.7938889,60.48777778,K239AV-FM  95.7 MHz.,"STERLING,  AK"
-150.2977778,62.31805556,KTNA-FM  88.9 MHz.,"TALKEETNA,  AK"
-149.9002778,61.1925,KMXS-FM  103.1 MHz,"ANCHORAGE,  AK"
-149.8952778,61.12,KEAG-FM  97.3 MHz.,"ANCHORAGE,  AK"
-149.8952778,61.12,KDBZ-FM  102.1 MHz,"ANCHORAGE,  AK"
-149.8952778,61.12,KBRJ-FM  104.1 MHz,"ANCHORAGE,  AK"
-149.895,61.12055556,KAKL-FM  88.5 MHz.,"ANCHORAGE,  AK"
-149.895,61.12055556,KWHL-FM  106.5 MHz,"ANCHORAGE,  AK"
-149.8825,61.18805556,KLEF-FM  98.1 MHz.,"ANCHORAGE,  AK"
-149.8752778,61.19777778,KBFX-FM  100.5 MHz,"ANCHORAGE,  AK"
-149.8744444,61.14666667,K244EG-FM  96.7 MHz.,"ANCHORAGE,  AK"
-149.8722222,61.42277778,KNBA-FM  90.3 MHz.,"ANCHORAGE,  AK"
-149.8722222,61.42277778,KSKA-FM  91.1 MHz.,"ANCHORAGE,  AK"
-149.8261111,61.16611111,KGOT-FM  101.3 MHz,"ANCHORAGE,  AK"
-149.8127778,61.63138889,KJHA-FM  88.7 MHz.,"HOUSTON,  AK"
-149.7569444,61.19722222,K220CA-FM  91.9 MHz.,"FORT RICHARDSON,  AK"
-149.7516667,61.77222222,K283BA-FM  104.5 MHz,"WILLOW,  AK"
-149.7433333,61.06722222,KATB-FM  89.3 MHz.,"ANCHORAGE,  AK"
-149.7433333,61.06722222,KAFC-FM  93.7 MHz.,"ANCHORAGE,  AK"
-149.7433333,61.06722222,KMVV-FM  104.9 MHz,"STERLING,  AK"
-149.7397222,61.10833333,KONR-LP-FM  104.9 MHz.,"ANCHORAGE,  AK"
-149.6866667,61.0975,K283AZ-FM  104.5 MHz,"ANCHORAGE,  AK"
-149.6847222,61.16472222,KYMG-FM  98.9 MHz.,"ANCHORAGE,  AK"
-149.6413889,60.92166667,K287AO-FM  105.3 MHz,"HOPE,  AK"
-149.6052778,70.32527778,K203BY-FM  88.5 MHz.,"KUPARUK,  AK"
-149.5133333,61.33638889,KRUA-FM  88.1 MHz.,"ANCHORAGE,  AK"
-149.5133333,61.33638889,KFAT-FM  92.9 MHz.,"ANCHORAGE,  AK"
-149.5133333,61.33638889,KNLT-FM  105.7 MHz,"ANCHORAGE,  AK"
-149.5133333,61.33638889,KASH-FM  107.5 MHz,"ANCHORAGE,  AK"
-149.5133333,61.33638889,KBBO-FM  92.1 MHz.,"HOUSTON,  AK"
-149.5133333,61.33638889,KXLW-FM  96.3 MHz.,"HOUSTON,  AK"
-149.5125,61.33666667,K223BJ-FM  92.5 MHz.,"EAGLE RIVER,  AK"
-149.5125,61.33666667,KZND-FM  94.7 MHz.,"HOUSTON,  AK"
-149.5113889,61.33611111,K206AO-FM  89.1 MHz.,"EAGLE RIVER,  AK"
-149.4391667,61.64222222,KMBQ-FM  99.7 MHz.,"WASILLA,  AK"
-149.4384444,60.11338889,K281AZ-FM  104.1 MHz,"SEWARD,  AK"
-149.4366667,60.10333333,K201AO-FM  88.1 MHz.,"SEWARD,  AK"
-149.4366667,60.10333333,K272DG-FM  102.3 MHz,"SEWARD,  AK"
-149.4366667,60.10333333,K285EG-FM  104.9 MHz,"SEWARD,  AK"
-149.4294444,61.72611111,K296FP-FM  107.1 MHz,"WILLOW CREEK,  AK"
-149.4294444,61.72611111,K300BY-FM  107.9 MHz,"WILLOW CREEK,  AK"
-149.4208333,61.40916667,KAUG-FM  89.9 MHz.,"ANCHORAGE,  AK"
-149.3777778,60.19833333,K259BK-FM  99.7 MHz.,"SEWARD,  AK"
-149.3777778,60.19833333,K276FF-FM  103.1 MHz,"SEWARD,  AK"
-149.3388889,60.09083333,KKNI-FM  105.9 MHz,"STERLING,  AK"
-149.1408333,61.64944444,K202CB-FM  88.3 MHz.,"PALMER,  AK"
-149.1008333,60.95333333,K220AL-FM  91.9 MHz.,"GIRDWOOD,  AK"
-149.0891667,64.56388889,KIAM-FM  91.9 MHz.,"NORTH NENANA,  AK"
-149.0772222,60.96222222,KEUL-FM  88.9 MHz.,"GIRDWOOD,  AK"
-149.0766667,64.58194444,K216AN-FM  91.1 MHz.,"NENANA,  AK"
-149.0211111,61.62166667,KJLP-FM  88.9 MHz.,"PALMER,  AK"
-149.0186111,61.61555556,K208BC-FM  89.5 MHz.,"PALMER,  AK"
-148.9988889,61.63916667,KAYO-FM  100.9 MHz,"WASILLA,  AK"
-148.85,63.875,K269AD-FM  101.7 MHz,"HEALY,  AK"
-148.6866667,60.7775,K202BT-FM  88.3 MHz.,"WHITTIER,  AK"
-148.3375,70.25833333,K232DI-FM  94.3 MHz.,"PRUDHOE BAY,  AK"
-148.3336111,70.25611111,K261AO-FM  100.1 MHz,"ARCO BASE CAMP,  AK"
-148.3316667,70.25694444,K216BN-FM  91.1 MHz.,"PRUDHOE BAY,  AK"
-148.0538889,64.87916667,KDJF-FM  93.5 MHz.,"ESTER,  AK"
-148.0538889,64.87916667,KYSC-FM  96.9 MHz.,"FAIRBANKS,  AK"
-148.0527778,64.87888889,KJNP-FM  100.3 MHz,"NORTH POLE,  AK"
-148.0522222,64.88027778,KUAC-FM  89.9 MHz.,"FAIRBANKS,  AK"
-148.0102778,60.06583333,K201CH-FM  88.1 MHz.,"CHENEGA BAY,  AK"
-147.8280556,64.85888889,KSUA-FM  91.5 MHz.,"FAIRBANKS,  AK"
-147.8127778,64.87722222,KXLR-FM  95.9 MHz.,"FAIRBANKS,  AK"
-147.7152778,64.92222222,KTDZ-FM  103.9 MHz,"COLLEGE,  AK"
-147.7152778,64.92222222,KWLF-FM  98.1 MHz.,"FAIRBANKS,  AK"
-147.6477778,64.91527778,KAKQ-FM  101.1 MHz,"FAIRBANKS,  AK"
-147.6477778,64.91527778,KIAK-FM  102.5 MHz,"FAIRBANKS,  AK"
-147.6477778,64.91527778,KKED-FM  104.7 MHz,"FAIRBANKS,  AK"
-147.6397222,64.86444444,K203CT-FM  88.5 MHz.,"FAIRBANKS,  AK"
-147.6397222,64.86444444,K220IV-FM  91.9 MHz.,"NORTH POLE,  AK"
-146.6780556,60.86388889,K201CL-FM  88.1 MHz.,"TATITLEK,  AK"
-146.3575556,61.12947222,K220AD-FM  91.9 MHz.,"VALDEZ,  AK"
-146.2569444,61.12111111,KVAK-FM  93.3 MHz.,"VALDEZ,  AK"
-146.1736111,62.10861111,KXGA-FM  90.5 MHz.,"GLENNALLEN,  AK"
-146.1722222,62.10416667,K296EL-FM  107.1 MHz,"GLENNALLEN,  AK"
-145.8597222,63.78833333,K219AQ-FM  91.7 MHz.,"DELTA JUNCTION,  AK"
-145.7597222,60.53888889,KCDV-FM  100.9 MHz,"CORDOVA,  AK"
-145.7494444,60.54944444,K201BI-FM  88.1 MHz.,"CORDOVA,  AK"
-145.7416667,15.185,KORU-FM  89.9 MHz.,"GARAPAN-SAIPAN,  MP"
-145.7416667,15.185,KRSI-FM  97.9 MHz.,"GARAPAN-SAIPAN,  MP"
-145.7416667,15.185,KPXP-FM  99.5 MHz.,"GARAPAN-SAIPAN,  MP"
-145.7405556,15.18472222,KWAW-FM  100.3 MHz,"GARAPAN-SAIPAN,  MP"
-145.735,15.18333333,KCNM-FM  101.1 MHz,"TAMUNING,  GU"
